insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 342, 69980);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 277, 70580);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 391, 63171);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 449, 57224);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 176, 72465);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 487, 101464);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 343, 93477);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 267, 31673);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 451, 122428);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 35, 128114);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 48, 107463);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 290, 111724);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 294, 100689);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 406, 110215);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 278, 7937);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 271, 9253);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 115, 75080);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 366, 84464);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 195, 61160);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 480, 88715);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 287, 112389);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 384, 49577);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 475, 94495);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 78, 82124);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 500, 108221);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 437, 16798);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 371, 13641);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 500, 110156);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 37, 56763);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 422, 138459);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 320, 83041);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 77, 143426);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 189, 43031);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 433, 117723);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 467, 144905);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 428, 23438);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 267, 68361);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 435, 77264);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 208, 36864);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 366, 54050);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 318, 35941);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 38, 89633);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 156, 106173);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 486, 110090);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 39, 100743);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 234, 79371);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 225, 74152);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 7, 73289);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 14, 17315);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 317, 134525);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 344, 20465);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 282, 108062);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 283, 23232);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 3, 81641);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 128, 3786);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 9, 38361);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 352, 147236);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 63, 125665);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 144, 102107);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 479, 96942);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 369, 49565);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 339, 106453);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 405, 83148);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 6, 8250);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 267, 61563);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 377, 133028);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 433, 53657);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 108, 62483);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 86, 39054);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 44, 72338);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 129, 84135);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 288, 124916);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 190, 68290);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 172, 134751);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 81, 54989);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 407, 29822);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 37, 106204);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 318, 140427);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 20, 95682);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 187, 105356);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 265, 61721);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 381, 84643);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 272, 23211);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 103, 121249);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 23, 1413);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 435, 106315);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 302, 23467);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 485, 147808);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 349, 41785);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 355, 143528);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 260, 80288);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 150, 43101);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 107, 48469);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 298, 126371);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 231, 121108);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 88, 79386);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 311, 18181);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 352, 15372);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 344, 68085);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 48, 89269);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 380, 70741);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 289, 81097);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 87, 110325);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 286, 138794);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 461, 4326);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 393, 22837);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 130, 100778);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 291, 49438);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 62, 111575);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 343, 143467);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 374, 143210);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 264, 5412);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 14, 45573);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 161, 90026);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 260, 92216);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 480, 39621);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 10, 18052);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 319, 4206);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 378, 46444);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 213, 1606);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 384, 101906);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 130, 7532);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 283, 84578);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 451, 114220);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 69, 14765);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 36, 16572);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 296, 93417);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 478, 145593);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 165, 118145);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 94, 99002);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 390, 19129);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 355, 48147);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 365, 114495);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 194, 11714);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 451, 91097);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 374, 25566);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 46, 144022);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 20, 12176);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 73, 131643);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 52, 99678);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 329, 43267);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 469, 15532);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 52, 53511);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 155, 98809);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 116, 127747);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 98, 58746);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 355, 71043);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 198, 99491);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 488, 87702);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 449, 17883);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 451, 15698);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 481, 127054);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 107, 86871);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 266, 77148);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 286, 123851);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 34, 141025);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 47, 18119);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 276, 148840);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 133, 138885);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 320, 14329);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 112, 50259);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 129, 125512);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 97, 66819);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 40, 65782);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 170, 131806);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 135, 111314);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 235, 19958);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 302, 93583);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 45, 119198);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 24, 26608);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 66, 78581);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 4, 118835);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 20, 144114);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 120, 60966);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 299, 114784);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 376, 131014);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 444, 140312);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 107, 18811);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 68, 44820);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 346, 37906);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 494, 120205);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 105, 100869);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 145, 38251);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 352, 16711);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 309, 130873);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 428, 24409);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 452, 56839);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 166, 111634);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 102, 96466);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 222, 105271);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 159, 135565);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 125, 85910);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 181, 62377);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 105, 8613);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 468, 97790);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 157, 111530);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 346, 64449);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 119, 36996);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 136, 124409);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 65, 54975);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 348, 139536);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 461, 131488);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 117, 44978);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 67, 95248);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 384, 89324);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 274, 100117);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 74, 86727);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 393, 55243);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 408, 73624);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 315, 80011);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 14, 109664);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 263, 3408);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 17, 52510);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 239, 76209);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 435, 128455);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 380, 113347);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 460, 13630);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 73, 89666);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 175, 38708);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 103, 114709);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 195, 11610);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 264, 137259);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 245, 147213);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 488, 27360);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 495, 100298);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 176, 28250);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 173, 37600);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 58, 144388);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 203, 144409);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 276, 149201);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 227, 37688);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 107, 145635);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 203, 100452);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 485, 77592);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 436, 98563);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 319, 119443);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 8, 63698);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 321, 3812);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 369, 105037);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 367, 58701);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 448, 78556);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 334, 43073);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 62, 47334);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 488, 92981);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 307, 120409);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 154, 124589);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 42, 19761);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 444, 145386);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 318, 68196);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 362, 78242);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 443, 95779);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 391, 71125);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 111, 35191);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 293, 71323);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 439, 91491);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 305, 117518);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 373, 54642);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 73, 143897);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 108, 88414);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 198, 90441);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 413, 87079);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 118, 103002);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 164, 24207);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 161, 36711);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 2, 112506);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 409, 131512);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 330, 53473);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 421, 149351);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 71, 88772);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 224, 23900);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 321, 142146);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 22, 88517);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 106, 65375);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 159, 124351);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 96, 77021);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 123, 117032);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 39, 111098);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 341, 25796);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 321, 141558);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 396, 66791);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 148, 15772);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 283, 1720);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 26, 136902);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 19, 111914);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 437, 31802);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 304, 64259);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 257, 8780);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 256, 118826);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 107, 51332);
