insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (94, 'спонсор', 'winthrop@jo', '10726300656');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (384, 'ректор', 'sruthan@eavan', '19159103191');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (246, 'столовая', 'nokomis@suzette', '18547344772');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (313, 'приёмная комиссия', 'agave@teca', '15269686277');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (168, 'спонсор', 'hildbrand@arleena', '12193292611');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (354, 'столовая', 'erromon@emeline', '15900218379');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (1, 'столовая', 'naamit@rhoda', '18231285424');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (174, 'миграционная служба', 'jaleb@shideezhi', '10269956726');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (259, 'приёмная комиссия', 'kunsgnos@carlomagno', '14062688641');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (121, 'приёмная комиссия', 'dawn@cherilyn', '10452451407');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (377, 'ректор', 'farrell@qssim', '17324471694');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (156, 'столовая', 'tristen@tessie', '10368678176');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (428, 'столовая', 'jacky@list', '12097539534');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (359, 'ректор', 'petre@urquhart', '19722496222');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (286, 'столовая', 'codee@zefiryna', '13601618405');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (412, 'спонсор', 'artair@phelps', '19287306996');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (217, 'приёмная комиссия', 'radi@josepha', '16028537436');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (156, 'миграционная служба', 'apollo@regina', '19709511238');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (445, 'миграционная служба', 'ethelinda@rostislav', '19828542049');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (176, 'миграционная служба', 'avi@emil', '17325421898');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (210, 'столовая', 'priscilla@louis', '12045345277');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (108, 'приёмная комиссия', 'colmcilla@khaldun', '14551898905');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (79, 'ректор', 'tzippa@julio', '12806311068');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (394, 'ректор', 'corri@omphale', '18396572969');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (162, 'приёмная комиссия', 'kathlene@davison', '12707051560');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (376, 'ректор', 'robbin@zahur', '12261832234');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (7, 'спонсор', 'hilton@ettare', '15258613339');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (391, 'ректор', 'avner@tynan', '14239698552');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (10, 'миграционная служба', 'aziz@hyades', '19745433049');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (418, 'ректор', 'semele@monika', '19795537247');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (335, 'столовая', 'mahir@maclean', '17509670129');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (20, 'приёмная комиссия', 'zachaios@taliesin', '10431662976');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (40, 'миграционная служба', 'beale@moises', '16849953989');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (6, 'приёмная комиссия', 'kateline@emil', '19453045276');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (204, 'приёмная комиссия', 'lorraina@waer', '12198847552');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (135, 'ректор', 'ahreddan@mimi', '15203413040');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (80, 'ректор', 'eusebius@anica', '14103510207');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (239, 'приёмная комиссия', 'janice@pelltun', '14509331116');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (465, 'миграционная служба', 'galahad@birgit', '10639450469');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (136, 'миграционная служба', 'eskama@fedora', '10001713862');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (195, 'столовая', 'gregg@chinwendu', '14380499876');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (200, 'ректор', 'faye@cormick', '14449457565');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (280, 'миграционная служба', 'kasey@aliz', '13853010821');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (244, 'миграционная служба', 'seppanen@azure', '10240368849');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (426, 'приёмная комиссия', 'diantha@collette', '14723886371');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (127, 'приёмная комиссия', 'catriona@katrina', '19213547751');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (434, 'миграционная служба', 'dubheasa@iorwerth', '14796706718');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (419, 'приёмная комиссия', 'templeton@drud', '15749287253');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (470, 'приёмная комиссия', 'hadassah@keannen', '12485490254');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (428, 'приёмная комиссия', 'eeva@vareck', '17453112861');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (400, 'спонсор', 'kendryk@dovev', '10850382863');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (138, 'ректор', 'iain@amayeta', '13056713933');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (161, 'спонсор', 'stearc@fatin', '16843833375');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (164, 'ректор', 'pepperell@evrain', '15958462246');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (8, 'столовая', 'maidel@edingu', '17240964632');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (472, 'столовая', 'wamboi@tereus', '15829389729');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (481, 'приёмная комиссия', 'melinda@camelon', '11206428883');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (439, 'спонсор', 'amadi@lacey', '16137630142');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (441, 'ректор', 'breen@anda', '12755891900');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (246, 'столовая', 'susan@raymond', '15547364438');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (116, 'миграционная служба', 'bartoli@dallas', '10958494443');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (224, 'столовая', 'eadignes@morna', '18710452494');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (327, 'столовая', 'ferenc@apollo', '18833521689');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (330, 'столовая', 'poseidon@golligan', '11804632766');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (484, 'приёмная комиссия', 'amtullah@finan', '14037639208');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (158, 'спонсор', 'huldiberaht@murdock', '19627133576');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (287, 'спонсор', 'beretun@edmunda', '11917283167');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (351, 'приёмная комиссия', 'faridah@almira', '10503726642');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (28, 'приёмная комиссия', 'daelynn@delmar', '18894159758');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (13, 'столовая', 'liesbet@gare', '18628841799');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (200, 'ректор', 'perceval@karl', '16821688343');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (214, 'ректор', 'arachne@wilone', '18651840170');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (1, 'спонсор', 'suha@monroe', '15539149807');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (49, 'приёмная комиссия', 'howi@ten eych', '16838584371');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (41, 'миграционная служба', 'john-paul@fallon', '15782138254');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (98, 'столовая', 'carol@carlton', '16468021850');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (246, 'спонсор', 'baldhart@ame', '10587716649');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (23, 'спонсор', 'kyndra@raidon', '11303800022');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (343, 'приёмная комиссия', 'larry@penelope', '13846786727');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (144, 'спонсор', 'rune@zackary', '11075421483');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (387, 'миграционная служба', 'cathenna@eoghan', '16472164331');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (125, 'спонсор', 'jake@hank', '12507830450');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (204, 'спонсор', 'beore@batholomeus', '16317554528');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (432, 'столовая', 'bing@codell', '11179532005');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (80, 'приёмная комиссия', 'tarafah@millicente', '18330091911');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (199, 'миграционная служба', 'warleigh@carlotta', '15525616875');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (133, 'спонсор', 'erlene@jelena', '18058715040');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (402, 'приёмная комиссия', 'japhet@maryam', '18822817642');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (448, 'столовая', 'jaroslav@kiarra', '19464926461');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (395, 'приёмная комиссия', 'abner@benoyce', '16719683090');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (32, 'спонсор', 'alesia@gisa', '17665298513');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (192, 'спонсор', 'francina@aminah', '12558076355');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (181, 'миграционная служба', 'roe@donnally', '17731492497');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (449, 'ректор', 'sheehan@corben', '15655661996');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (283, 'столовая', 'darcey@poll', '11719892705');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (48, 'миграционная служба', 'addisen@tammy', '16197335539');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (122, 'столовая', 'christa@ayodeji', '10716792855');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (428, 'ректор', 'alyce@raedwolf', '16262334176');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (185, 'спонсор', 'deman@mathilde', '15665244938');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (361, 'спонсор', 'khenan@terrill', '18670031784');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (224, 'ректор', 'eduardo@kaarlo', '17166263060');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (316, 'спонсор', 'brisha@fraser', '12169338360');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (448, 'миграционная служба', 'adi@madilynn', '18181396974');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (89, 'ректор', 'viho@inys', '13463683480');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (357, 'миграционная служба', 'sifiye@kacie', '15748326447');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (245, 'спонсор', 'nanetta@anghus', '18626428646');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (411, 'приёмная комиссия', 'iris@celestina', '15379915259');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (201, 'миграционная служба', 'beta@dacian', '10622210358');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (459, 'спонсор', 'devere@odila', '19955169473');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (384, 'спонсор', 'martell@raluca', '17441348498');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (482, 'ректор', 'maledysaunte@jawhar', '19614105276');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (410, 'ректор', 'abimelech@jani', '10341518162');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (453, 'миграционная служба', 'hallam@saffire', '19705222858');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (105, 'ректор', 'shea@shilah', '11969099581');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (90, 'столовая', 'anlienisse@brennus', '15252926689');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (97, 'приёмная комиссия', 'osckar@kieley', '14828905117');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (312, 'приёмная комиссия', 'aefre@marlayne', '16042920938');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (48, 'приёмная комиссия', 'jeremiah@talya', '16343581037');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (98, 'столовая', 'skeet@timothy', '10377654916');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (34, 'спонсор', 'burghere@consuela', '14282317181');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (490, 'спонсор', 'paulson@upwode', '15223882812');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (480, 'ректор', 'zara@trevor', '16863285230');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (235, 'ректор', 'jodi@welsh', '19034164574');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (16, 'миграционная служба', 'jaicee@maurya', '13597416568');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (351, 'миграционная служба', 'coughlan@dayson', '12428744651');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (436, 'приёмная комиссия', 'clarimonde@marquis', '13725932516');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (476, 'приёмная комиссия', 'hilary@douglas', '13410031843');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (227, 'спонсор', 'manda@telfer', '18724889989');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (439, 'столовая', 'symontun@sallsbury', '13366441586');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (10, 'столовая', 'yukiko@salbatora', '18152633992');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (175, 'приёмная комиссия', 'bruce@haruko', '19104492067');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (225, 'ректор', 'dusty@caffara', '15477375590');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (237, 'столовая', 'lynna@nuru', '14107824805');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (468, 'приёмная комиссия', 'abelard@domingart', '13350375604');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (173, 'спонсор', 'casey@dalila', '19520602699');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (429, 'ректор', 'jerrico@durango', '19024837379');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (387, 'приёмная комиссия', 'gorrie@wayland', '15633069959');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (10, 'спонсор', 'awenita@cihuaton', '17732314338');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (438, 'ректор', 'mayleen@brandie', '17332806864');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (236, 'столовая', 'durane@ranice', '19319170348');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (225, 'миграционная служба', 'viveka@mae', '19781417297');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (318, 'столовая', 'jimmy@blakeley', '15348588478');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (77, 'миграционная служба', 'meryl@laudine', '11969401318');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (23, 'миграционная служба', 'evania@lovell', '16253275760');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (47, 'ректор', 'dekle@lin', '17559357025');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (206, 'приёмная комиссия', 'ardith@augustus', '11576039803');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (281, 'приёмная комиссия', 'rute@montaro', '12098260822');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (184, 'ректор', 'birdhill@mynogan', '18486793046');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (380, 'ректор', 'farraj@eloise', '19093455133');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (324, 'ректор', 'amada@aviram', '11773453724');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (195, 'спонсор', 'chaga@evian', '11215482361');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (61, 'столовая', 'elisha@mogue', '11560134887');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (121, 'ректор', 'verina@ryley', '16906590447');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (407, 'приёмная комиссия', 'bisgu@phebe', '16829622669');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (187, 'приёмная комиссия', 'reinhard@erea', '12610451723');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (483, 'приёмная комиссия', 'kaitlynne@odam', '14170418464');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (380, 'ректор', 'alanza@xavieria', '10651454467');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (179, 'ректор', 'nudd@misha', '12314744276');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (47, 'миграционная служба', 'tassa@erigone', '17217156141');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (329, 'миграционная служба', 'minninnewah@davin', '16297344479');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (91, 'спонсор', 'archibaldo@innes', '11952741601');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (211, 'столовая', 'dustu@milla', '17291367886');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (85, 'спонсор', 'nitis@gawain', '14160401551');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (300, 'ректор', 'fay@magnolia', '19244025732');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (418, 'приёмная комиссия', 'selden@rikka', '12589535299');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (321, 'ректор', 'nochtli@melodia', '14749304528');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (407, 'спонсор', 'cianan@jaja', '19166913370');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (245, 'спонсор', 'jeevan@yuli', '15597219975');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (278, 'приёмная комиссия', 'juliska@primeiro', '17891975457');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (37, 'приёмная комиссия', 'stanwic@mordrain', '18099621668');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (228, 'спонсор', 'florita@caroliana', '10435134376');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (334, 'ректор', 'grantham@sicheii', '16613377171');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (79, 'столовая', 'fausta@scowyrhta', '19931369545');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (1, 'столовая', 'moore@delbin', '17196043019');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (474, 'спонсор', 'laetitia@val', '15043857547');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (277, 'приёмная комиссия', 'makarim@chalise', '15601361731');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (50, 'приёмная комиссия', 'harper@radclyf', '11850488675');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (500, 'ректор', 'nerthus@thais', '12947783864');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (410, 'миграционная служба', 'ivory@coletun', '11528663510');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (297, 'спонсор', 'apollo@sabah', '18499665830');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (267, 'спонсор', 'kalina@codier', '15510866381');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (133, 'столовая', 'beth@clifland', '11746044606');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (118, 'миграционная служба', 'shadd@seanan', '15866453191');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (233, 'приёмная комиссия', 'caillen@bhu', '17035379767');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (61, 'миграционная служба', 'haven@ramm', '19526497638');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (13, 'столовая', 'seaward@osmont', '19647100844');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (32, 'спонсор', 'espen@rydge', '18782204818');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (436, 'ректор', 'meriel@suette', '15604144473');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (175, 'приёмная комиссия', 'jirina@nerian', '13708412732');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (167, 'приёмная комиссия', 'solomon@gildas', '11538119931');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (45, 'столовая', 'sepp@mahoyu', '12028403241');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (244, 'миграционная служба', 'leslie@ranalt', '10324754868');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (212, 'ректор', 'donnitta@elvira', '18962181317');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (141, 'столовая', 'barak@grimm', '12357547466');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (418, 'приёмная комиссия', 'tedmund@rob roy', '10086422806');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (356, 'столовая', 'vaiveahtoish@anh', '17599048304');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (48, 'миграционная служба', 'graegleah@roy', '18760473960');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (53, 'спонсор', 'jenisei@eliane', '15850100040');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (425, 'спонсор', 'christian@una', '11600471054');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (28, 'миграционная служба', 'drew@claudio', '19947151065');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (185, 'приёмная комиссия', 'evelake@rillette', '19455395979');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (68, 'миграционная служба', 'abd al rashid@sheridan', '11307113176');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (153, 'спонсор', 'delano@chattan', '11778529275');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (308, 'приёмная комиссия', 'mikhos@humphrey', '18890124538');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (237, 'ректор', 'haisley@merton', '11900374772');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (293, 'миграционная служба', 'stevan@kerry', '10276190888');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (455, 'приёмная комиссия', 'desmond@merrie', '12981055483');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (462, 'приёмная комиссия', 'mackaylie@meira', '18216490212');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (487, 'спонсор', 'ramira@shayten', '16118973436');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (380, 'ректор', 'zigana@aiden', '13319804291');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (341, 'миграционная служба', 'letya@pendragon', '15767039594');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (77, 'миграционная служба', 'saxona@liselle', '16096080610');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (373, 'приёмная комиссия', 'nashwa@bedrosian', '14088067438');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (38, 'спонсор', 'casey@annalee', '11560700732');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (113, 'ректор', 'einion@durwin', '16778333947');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (454, 'приёмная комиссия', 'jillanne@cynhard', '11194102413');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (487, 'спонсор', 'morholt@christoffer', '13095413207');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (213, 'миграционная служба', 'glauce@elmira', '18972672967');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (443, 'спонсор', 'orlaithe@taweel', '13017004960');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (33, 'спонсор', 'billie@erskina', '16190264198');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (21, 'спонсор', 'lily@graciela', '13586702178');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (61, 'миграционная служба', 'kuwanyauma@darline', '19158451950');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (422, 'спонсор', 'kaylan@liane', '14306785462');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (119, 'ректор', 'matilda@shanna', '11922262966');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (418, 'приёмная комиссия', 'bonifacius@jericho', '10934784223');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (184, 'ректор', 'cerin@anlon', '14702189022');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (141, 'миграционная служба', 'rexford@husayn', '17028529213');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (398, 'спонсор', 'prunellie@bowdyn', '16749886313');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (224, 'миграционная служба', 'lilybell@strong', '10143812249');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (497, 'миграционная служба', 'evalene@jacen', '18092188421');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (328, 'приёмная комиссия', 'laureano@brando', '12580905364');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (491, 'ректор', 'fayne@amitabha', '18675431121');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (302, 'спонсор', 'juci@bradyn', '16143645955');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (134, 'столовая', 'devonne@airavata', '10680264575');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (463, 'ректор', 'caradawc@taggart', '13441385956');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (24, 'приёмная комиссия', 'bemossed@treoweman', '12258102365');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (291, 'спонсор', 'bayley@dela o kande', '10034925253');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (288, 'миграционная служба', 'llewelyn@amara', '10177294697');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (483, 'приёмная комиссия', 'kelile@anwealda', '18188926285');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (350, 'миграционная служба', 'jenalyss@kiernan', '18424500049');
