insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (21, 375, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (736, 56, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (481, 223, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (563, 324, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (746, 194, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (268, 407, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (609, 438, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (490, 315, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (597, 189, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (724, 132, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (370, 54, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (403, 183, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (683, 190, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (559, 266, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (132, 300, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (610, 285, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (393, 58, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (586, 26, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (703, 342, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (609, 352, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (149, 358, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (335, 222, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (760, 434, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (438, 35, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (397, 179, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (508, 318, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (531, 237, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (316, 254, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (470, 274, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (398, 292, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (579, 82, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (679, 209, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (348, 426, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (699, 344, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (452, 279, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (453, 227, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (100, 382, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (420, 36, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (549, 177, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (144, 295, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (177, 57, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (660, 355, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (554, 207, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (612, 429, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (4, 453, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (221, 316, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (33, 187, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (773, 296, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (590, 478, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (768, 4, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (48, 169, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (195, 202, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (556, 417, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (657, 251, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (424, 315, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (17, 490, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (411, 63, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (477, 146, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (328, 91, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (196, 380, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (438, 364, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (596, 423, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (659, 33, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (303, 366, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (316, 175, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (293, 347, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (1, 96, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (719, 433, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (59, 199, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (470, 100, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (509, 254, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (521, 72, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (517, 324, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (238, 215, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (478, 243, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (567, 432, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (794, 159, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (735, 443, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (741, 317, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (258, 57, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (587, 186, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (439, 186, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (555, 477, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (580, 229, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (568, 329, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (506, 395, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (379, 232, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (526, 160, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (204, 206, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (360, 307, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (76, 264, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (562, 489, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (659, 412, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (128, 391, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (483, 319, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (534, 95, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (223, 420, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (290, 252, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (544, 79, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (576, 189, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (85, 490, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (424, 436, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (416, 459, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (201, 138, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (407, 354, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (566, 381, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (267, 46, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (315, 304, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (716, 144, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (606, 329, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (266, 48, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (37, 498, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (198, 420, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (131, 163, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (69, 245, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (505, 500, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (234, 445, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (667, 227, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (684, 117, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (224, 444, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (585, 210, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (293, 376, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (252, 243, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (665, 436, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (255, 86, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (212, 75, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (111, 476, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (734, 139, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (789, 175, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (646, 486, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (731, 392, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (331, 22, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (11, 197, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (500, 421, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (172, 290, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (390, 10, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (602, 444, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (588, 496, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (202, 330, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (183, 206, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (579, 299, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (692, 274, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (179, 218, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (389, 362, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (696, 360, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (642, 188, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (26, 327, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (172, 234, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (207, 19, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (218, 208, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (307, 138, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (202, 426, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (378, 61, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (421, 86, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (370, 210, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (356, 15, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (631, 299, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (795, 187, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (558, 258, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (298, 431, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (88, 51, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (167, 363, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (597, 331, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (265, 269, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (745, 31, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (620, 235, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (296, 274, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (249, 34, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (691, 245, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (563, 274, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (328, 338, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (357, 258, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (739, 263, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (25, 246, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (285, 292, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (349, 85, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (774, 92, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (352, 221, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (788, 479, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (671, 52, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (667, 325, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (94, 227, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (226, 501, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (299, 271, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (250, 252, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (711, 259, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (509, 42, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (741, 33, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (369, 386, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (668, 460, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (172, 293, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (548, 273, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (328, 262, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (3, 257, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (214, 86, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (523, 408, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (652, 176, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (194, 494, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (83, 55, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (200, 390, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (36, 22, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (789, 144, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (40, 104, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (374, 207, 'призер регионального этапа', 'бви');
